scope,term,spam_df,normal_df,hard_df,score,term_type
multisource_train,igit,841,1,81,3427.4698757204314,positive
multisource_train,尊敬,376,0,65,3088.2941102133927,positive
multisource_train,尊敬的,370,0,64,3031.5976695132535,positive
multisource_train,敬的,370,0,64,3031.5976695132535,positive
multisource_train,退订,379,0,26,2594.7445649479487,positive
multisource_train,t元,371,0,22,2486.1619782679404,positive
multisource_train,git元,370,0,22,2479.130988925743,positive
multisource_train,it元,370,0,22,2479.130988925743,positive
multisource_train,git,841,3,81,1713.7349378602157,positive
multisource_train,igi,841,3,81,1713.7349378602157,positive
multisource_train,t.me,222,0,36,1639.2642782013636,positive
multisource_train,lac,598,2,75,1626.1364510244393,positive
multisource_train,http,221,0,35,1620.3302167894042,positive
multisource_train,name,749,3,102,1609.2993866487918,positive
multisource_train,户您,194,0,48,1598.4808800120995,positive
multisource_train,tps,217,0,35,1593.616172753526,positive
multisource_train,tps:,217,0,35,1593.616172753526,positive
multisource_train,ttps,217,0,35,1593.616172753526,positive
multisource_train,llp,178,0,53,1552.3201509248984,positive
multisource_train,ellp,177,0,53,1545.6466297881893,positive
multisource_train,llph,177,0,53,1545.6466297881893,positive
multisource_train,lph,177,0,53,1545.6466297881893,positive
multisource_train,lpho,177,0,53,1545.6466297881893,positive
multisource_train,url,813,4,135,1486.2526275386324,positive
multisource_train,优惠,373,1,43,1387.6098310137243,positive
multisource_train,失效,130,0,53,1235.9397745533297,positive
multisource_train,回t,199,0,13,1211.6520294503302,positive
multisource_train,用户您,149,0,39,1195.1183194335986,positive
multisource_train,nam,749,6,102,919.5996495135952,positive
multisource_train,户您的,113,0,34,909.4926338250689,positive
multisource_train,d退,152,0,7,847.5540271440491,positive
multisource_train,td退,152,0,7,847.5540271440491,positive
multisource_train,您好,299,2,60,824.0545644030218,positive
multisource_train,d退订,148,0,7,823.1265291816745,positive
multisource_train,td退订,148,0,7,823.1265291816745,positive
multisource_train,htt,223,1,36,822.9808813902981,positive
multisource_train,ttp,221,1,35,810.1651083947021,positive
multisource_train,行用,99,0,31,789.7819663585865,positive
multisource_train,行用户,99,0,31,789.7819663585865,positive
multisource_train,cell,177,1,53,772.8233148940947,positive
multisource_train,订回,131,0,11,764.2780730600257,positive
multisource_train,enam,127,0,13,762.1090231182379,positive
multisource_train,退订回,130,0,11,758.2415398129929,positive
multisource_train,ta6,69,0,43,737.4724997191252,positive
multisource_train,逾期,95,0,28,732.6827979719657,positive
multisource_train,用户您的,93,0,29,731.4520220166074,positive
multisource_train,行用户您,91,0,28,708.5487779317427,positive
multisource_train,满d,118,0,10,675.5139242062723,positive
multisource_train,满di,118,0,10,675.5139242062723,positive
multisource_train,满dig,118,0,10,675.5139242062723,positive
multisource_train,详询,106,0,16,668.893625396766,positive
multisource_train,可兑,87,0,26,663.0677827752294,positive
multisource_train,回td,124,0,5,657.1171508115036,positive
multisource_train,请登,87,0,25,652.379518982303,positive
multisource_train,fta,62,0,38,641.5017518409351,positive
multisource_train,fta6,62,0,38,641.5017518409351,positive
multisource_train,月日,108,0,11,627.161418304448,positive
multisource_train,可兑换,84,0,24,623.949268336476,positive
multisource_train,已满,84,0,24,623.949268336476,positive
multisource_train,a67,59,0,34,581.5417321305605,positive
multisource_train,ta67,58,0,34,575.6401356304635,positive
multisource_train,l查,75,0,24,571.0411030625233,positive
multisource_train,rl查,75,0,24,571.0411030625233,positive
multisource_train,url查,75,0,24,571.0411030625233,positive
multisource_train,金请,75,0,24,571.0411030625233,positive
multisource_train,回td退,110,0,4,564.6469232752268,positive
multisource_train,期失,65,0,28,554.2819634369405,positive
multisource_train,现金请,72,0,24,553.5400283989093,positive
multisource_train,接回,102,0,7,549.9562027977128,positive
multisource_train,回u,102,0,6,539.5050064563515,positive
multisource_train,期失效,64,0,27,538.0928406688358,positive
multisource_train,建设银,66,0,25,529.0492635147377,positive
multisource_train,建设银行,66,0,25,529.0492635147377,positive
multisource_train,设银,66,0,25,529.0492635147377,positive
multisource_train,设银行,66,0,25,529.0492635147377,positive
multisource_train,分可兑,65,0,24,512.9783024176502,positive
multisource_train_negative,质疑,151,0,0,763.629839168634,hard_negative
multisource_train_negative,城管,117,0,0,562.9407856869485,hard_negative
multisource_train_negative,015,264,2,2,500.98996303655576,hard_negative
multisource_train_negative,2015,259,2,2,490.0143163309765,hard_negative
multisource_train_negative,201,318,3,2,466.0438706927488,hard_negative
multisource_train_negative,应该,91,0,0,416.00454908851174,hard_negative
multisource_train_negative,警察,89,0,0,404.9828703297238,hard_negative
multisource_train_negative,南京,390,5,0,388.9607759923797,hard_negative
multisource_train_negative,腐败,79,0,0,350.5621307739105,hard_negative
multisource_train_negative,真是,73,0,0,318.5008168971086,hard_negative
multisource_train_negative,微软,128,1,0,313.45790008132786,hard_negative
multisource_train_negative,15年,175,2,0,303.3350610422382,hard_negative
multisource_train_negative,江苏,218,3,0,295.05167720745345,hard_negative
multisource_train_negative,015年,166,2,0,284.90165555786604,hard_negative
multisource_train_negative,举报,64,0,0,271.3351725432164,hard_negative
multisource_train_negative,1日,60,0,1,260.00946625784076,hard_negative
multisource_train_negative,月2,60,0,1,260.00946625784076,hard_negative
multisource_train_negative,千骨,151,2,1,258.22914663147833,hard_negative
multisource_train_negative,花千,151,2,1,258.22914663147833,hard_negative
multisource_train_negative,花千骨,151,2,1,258.22914663147833,hard_negative
multisource_train_negative,5年,194,3,0,257.0587284799827,hard_negative
multisource_train_negative,7月,151,2,0,254.543279722878,hard_negative
multisource_train_negative,这样,107,1,0,252.83508626470788,hard_negative
multisource_train_negative,小偷,60,0,0,250.763305714572,hard_negative
multisource_train_negative,资者,57,0,0,235.50569461169232,hard_negative
multisource_train_negative,投资者,56,0,0,230.45392226656938,hard_negative
multisource_train_negative,的是,96,1,0,221.87348245741407,hard_negative
multisource_train_negative,真相,166,3,0,213.67624166839954,hard_negative
multisource_train_negative,虽然,51,0,0,205.46467336623422,hard_negative
multisource_train_negative,常州,47,0,0,185.81764852357878,hard_negative
multisource_train_negative,在的,45,0,1,184.8070848820828,hard_negative
multisource_train_negative,goo,81,1,0,180.67548913783438,hard_negative
multisource_train_negative,浙江,246,7,5,177.6329094363045,hard_negative
multisource_train_negative,公安局,45,0,0,176.11750423849838,hard_negative
multisource_train_negative,可是,45,0,0,176.11750423849838,hard_negative
multisource_train_negative,安局,45,0,0,176.11750423849838,hard_negative
multisource_train_negative,东西,78,1,0,172.59319017244735,hard_negative
multisource_train_negative,判决,44,0,0,171.29981203966437,hard_negative
multisource_train_negative,在电,44,0,0,171.29981203966437,hard_negative
multisource_train_negative,研究生,44,0,0,171.29981203966437,hard_negative
multisource_train_negative,究生,44,0,0,171.29981203966437,hard_negative
multisource_train_negative,nba,77,1,0,169.91164424089408,hard_negative
multisource_train_negative,社会,75,1,1,169.40841145229368,hard_negative
multisource_train_negative,的人,191,5,0,168.239851904889,hard_negative
multisource_train_negative,诉讼,43,0,0,166.50434389240348,hard_negative
multisource_train_negative,这些,75,1,0,164.56786693088057,hard_negative
multisource_train_negative,8月,102,2,1,162.55368146994803,hard_negative
multisource_train_negative,法行,42,0,0,161.73160497482317,hard_negative
multisource_train_negative,违法,130,3,0,159.6627123348377,hard_negative
multisource_train_negative,goog,73,1,0,159.2504084485543,hard_negative
multisource_train_negative,别人,71,1,1,158.74699932249047,hard_negative
multisource_train_negative,男子,41,0,0,156.9821239679015,hard_negative
multisource_train_negative,ogl,72,1,0,156.60176960191626,hard_negative
multisource_train_negative,ogle,72,1,0,156.60176960191626,hard_negative
multisource_train_negative,oogl,72,1,0,156.60176960191626,hard_negative
multisource_train_negative,华为,99,2,0,153.50567286626975,hard_negative
multisource_train_negative,在南京,40,0,0,152.25645473487663,hard_negative
multisource_train_negative,执法,40,0,0,152.25645473487663,hard_negative
multisource_train_negative,死刑,40,0,0,152.25645473487663,hard_negative
multisource_train_negative,法行为,40,0,0,152.25645473487663,hard_negative
multisource_train_negative,采用,40,0,0,152.25645473487663,hard_negative
multisource_train_negative,他的,39,0,0,147.55517816455745,hard_negative
multisource_train_negative,比赛,39,0,0,147.55517816455745,hard_negative
multisource_train_negative,裁判,39,0,0,147.55517816455745,hard_negative
multisource_train_negative,医生,143,4,0,143.13062302778883,hard_negative
multisource_train_negative,是很,38,0,0,142.8789041990562,hard_negative
multisource_train_negative,说我,38,0,0,142.8789041990562,hard_negative
multisource_train_negative,违法行,38,0,0,142.8789041990562,hard_negative
multisource_train_negative,违法行为,38,0,0,142.8789041990562,hard_negative
multisource_train_negative,苏州,166,5,0,142.45082777893302,hard_negative
multisource_train_negative,真的,140,4,0,139.55502890866435,hard_negative
multisource_train_negative,了一下,37,0,0,138.22827406960266,hard_negative
multisource_train_negative,反腐,37,0,0,138.22827406960266,hard_negative
multisource_train_negative,我只,37,0,0,138.22827406960266,hard_negative
multisource_train_negative,感觉,115,3,0,137.85411554208457,hard_negative
multisource_train_negative,医院,247,9,0,136.73303290489156,hard_negative
multisource_train_negative,7月2,36,0,0,133.6039627678363,hard_negative
multisource_train_negative,一种,36,0,0,133.6039627678363,hard_negative
multisource_train_negative,房地产,36,0,0,133.6039627678363,hard_negative
multisource_train_negative,整治,36,0,0,133.6039627678363,hard_negative
